image,cell_id,label,stage1_dead_prediction,dead_probability,borderline_ghost,stage2_morphology_prediction,final_prediction
Data_for_model/images/Crenated_15.tif,62,Crenated,NotDead,7.214769054408876e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,64,Crenated,NotDead,8.273327151142595e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_15.tif,65,Stressed,NotDead,7.239422140647989e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_15.tif,67,Crenated,NotDead,2.7172222717419814e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_15.tif,83,Crenated,NotDead,8.20820398872435e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_15.tif,86,Crenated,NotDead,5.342620552295507e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_15.tif,170,Stressed,NotDead,1.8638196256359763e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_2.tif,3,Stressed,NotDead,7.170502790421196e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_2.tif,4,Stressed,NotDead,1.3168032939603336e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_2.tif,5,Stressed,NotDead,7.988425949623235e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_2.tif,6,Stressed,NotDead,1.4478449442689723e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_2.tif,7,Crenated,NotDead,4.486602921405236e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_2.tif,9,Stressed,NotDead,1.0890768659121974e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_2.tif,12,Healthy,NotDead,7.169161307940541e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_2.tif,19,Stressed,NotDead,7.989951811282481e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_2.tif,22,Crenated,NotDead,1.4388654743235918e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_2.tif,26,Stressed,NotDead,6.783302021196036e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_2.tif,27,Crenated,NotDead,7.896080620461987e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_2.tif,40,Crenated,NotDead,8.16496783850873e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_2.tif,49,Crenated,NotDead,1.4472804773513204e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_3.tif,1,Stressed,NotDead,6.34324923698415e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_3.tif,3,Stressed,NotDead,4.932381899580562e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_3.tif,4,Healthy,NotDead,7.758643343347416e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_3.tif,9,Stressed,NotDead,1.4491994363430294e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_3.tif,12,Healthy,NotDead,4.514466829252939e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_3.tif,15,Healthy,NotDead,1.1815635815315417e-06,False,Healthy,Healthy
Data_for_model/images/Crenated_3.tif,18,Stressed,NotDead,8.140785124899352e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_3.tif,19,Stressed,NotDead,2.954283530587354e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_3.tif,28,Healthy,NotDead,1.2141494625250715e-05,False,Stressed,Stressed
Data_for_model/images/Crenated_3.tif,35,Stressed,NotDead,1.4472939223741932e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_3.tif,44,Healthy,NotDead,2.362062583971536e-06,False,Healthy,Healthy
Data_for_model/images/Crenated_3.tif,45,Crenated,NotDead,3.8029905884973125e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_3.tif,49,Stressed,NotDead,1.535139375952177e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_3.tif,55,Crenated,NotDead,8.137642840688741e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_3.tif,58,Crenated,NotDead,1.28115991024913e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_3.tif,59,Crenated,NotDead,7.98690647174638e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_3.tif,60,Dead,Dead,0.9991121706374813,False,,Dead
Data_for_model/images/Crenated_3.tif,61,Crenated,NotDead,6.558131828704461e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_3.tif,66,Crenated,NotDead,8.180752875119879e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_4.tif,11,Healthy,NotDead,4.864913381030789e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_4.tif,12,Stressed,NotDead,1.058890155003489e-06,False,Healthy,Healthy
Data_for_model/images/Crenated_4.tif,23,Stressed,NotDead,7.267459842474899e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_4.tif,24,Stressed,NotDead,8.067455292692927e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_4.tif,25,Stressed,NotDead,8.169005710767507e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_4.tif,27,Stressed,NotDead,7.223158861036083e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_4.tif,30,Healthy,NotDead,8.364789341186452e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_4.tif,35,Stressed,NotDead,6.345675761521008e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_4.tif,39,Crenated,NotDead,7.229903209449162e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_4.tif,43,Stressed,NotDead,6.65581007197602e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_4.tif,44,Crenated,NotDead,7.338466677664357e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_4.tif,53,Crenated,NotDead,7.25553676972357e-05,False,Stressed,Stressed
Data_for_model/images/Crenated_4.tif,59,Crenated,NotDead,7.229903209449162e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_5.tif,1,Stressed,NotDead,1.4459438286706927e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_5.tif,4,Stressed,NotDead,7.922147183814232e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_5.tif,7,Stressed,NotDead,5.084295946478079e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_5.tif,8,Healthy,NotDead,4.06205104663826e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_5.tif,11,Stressed,NotDead,3.9570583276749005e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_5.tif,12,Healthy,NotDead,1.6064528535197908e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_5.tif,21,Stressed,NotDead,3.97087006831498e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_5.tif,37,Crenated,NotDead,9.959656751545864e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_5.tif,41,Stressed,NotDead,1.0783589285967565e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_5.tif,44,Crenated,NotDead,1.0019305147768165e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_5.tif,47,Crenated,NotDead,4.6767656103341437e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_5.tif,56,Crenated,NotDead,9.846706875427103e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,2,Stressed,NotDead,3.946035619373234e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_6.tif,11,Healthy,NotDead,4.6529503916481474e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_6.tif,16,Crenated,NotDead,4.194827979420168e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,18,Healthy,NotDead,4.007399174721371e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_6.tif,19,Stressed,NotDead,1.1961394240644907e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_6.tif,21,Stressed,NotDead,5.151146753590297e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,28,Stressed,NotDead,6.637605793446966e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_6.tif,31,Stressed,NotDead,4.407399603056916e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_6.tif,38,Healthy,NotDead,1.993770937791517e-06,False,Healthy,Healthy
Data_for_model/images/Crenated_6.tif,41,Crenated,NotDead,8.228393264531064e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,42,Stressed,NotDead,1.1647103029810424e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_6.tif,43,Crenated,NotDead,4.1269328598936283e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_6.tif,49,Crenated,NotDead,1.4670762786828107e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,52,Crenated,NotDead,9.971495529281782e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,53,Crenated,NotDead,1.1974007911863538e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,57,Crenated,NotDead,5.368723430265732e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,59,Crenated,NotDead,3.1958005104471e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,60,Crenated,NotDead,4.739686166876922e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,67,Crenated,NotDead,5.47089927582789e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,73,Crenated,NotDead,1.4268763896541081e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_6.tif,75,Crenated,NotDead,1.236028988471638e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,2,Stressed,NotDead,7.487586988208506e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_7.tif,4,Stressed,NotDead,4.606820347419216e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,6,Healthy,NotDead,1.4155724944453496e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_7.tif,13,Stressed,NotDead,9.68861407879551e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_7.tif,14,Stressed,NotDead,4.239887400059317e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_7.tif,26,Stressed,NotDead,9.774849949462094e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_7.tif,37,Crenated,NotDead,2.204162425023526e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,38,Crenated,NotDead,5.299736589581272e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,39,Healthy,NotDead,9.019085914774294e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_7.tif,46,Crenated,NotDead,3.972418929376609e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,50,Crenated,NotDead,4.6116908958282465e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,52,Crenated,NotDead,5.145989988575295e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,53,Crenated,NotDead,5.943308487454946e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,55,Crenated,NotDead,1.1440474548818358e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_7.tif,59,Crenated,NotDead,1.5590137487642153e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_8.tif,2,Stressed,NotDead,1.1776084868353465e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_8.tif,7,Stressed,NotDead,5.290918990707993e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_8.tif,12,Stressed,NotDead,4.0068941098425626e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_8.tif,15,Healthy,NotDead,5.512825108633379e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_8.tif,17,Stressed,NotDead,5.456586362750926e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_8.tif,25,Crenated,NotDead,5.235311354434558e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_8.tif,26,Stressed,NotDead,1.590347721269758e-05,False,Stressed,Stressed
Data_for_model/images/Crenated_8.tif,27,Stressed,NotDead,9.265812866976475e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_8.tif,32,Crenated,NotDead,1.0189374417546304e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_8.tif,43,Crenated,NotDead,1.0802931187381404e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_8.tif,47,Crenated,NotDead,1.5265951670562217e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_8.tif,50,Crenated,NotDead,4.015248953326278e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_8.tif,54,Crenated,NotDead,1.30255339580998e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_8.tif,57,Crenated,NotDead,5.252352977003216e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_8.tif,62,Crenated,NotDead,2.336442092154556e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_9.tif,2,Stressed,NotDead,3.9996199718839165e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_9.tif,9,Stressed,NotDead,5.092470238832192e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_9.tif,10,Stressed,NotDead,3.893877895677633e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_9.tif,25,Crenated,NotDead,2.85660118559683e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_9.tif,28,Stressed,NotDead,1.0245169650424657e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_9.tif,29,Healthy,NotDead,1.54666603140452e-05,False,Healthy,Healthy
Data_for_model/images/Crenated_9.tif,30,Stressed,NotDead,1.8925286598969748e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_9.tif,39,Crenated,NotDead,0.0001652213945566583,False,Crenated,Crenated
Data_for_model/images/Crenated_9.tif,40,Stressed,NotDead,1.7292520562151026e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_9.tif,45,Crenated,NotDead,4.978695778978803e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_9.tif,46,Healthy,NotDead,3.863880283505594e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_9.tif,47,Dead,Dead,0.9991295307590591,False,,Dead
Data_for_model/images/Crenated_9.tif,57,Crenated,NotDead,5.29087043843468e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_9.tif,62,Crenated,NotDead,4.634670823011611e-06,False,Crenated,Crenated
Data_for_model/images/Dead_cells_1.tif,5,Dead,Dead,0.9999961144953264,False,,Dead
Data_for_model/images/Dead_cells_1.tif,10,Dead,Dead,0.9999959307419396,False,,Dead
Data_for_model/images/Dead_cells_1.tif,12,Dead,Dead,0.9999959350380925,False,,Dead
Data_for_model/images/Dead_cells_1.tif,14,Dead,Dead,0.9999965921335019,False,,Dead
Data_for_model/images/Dead_cells_10.tif,3,Dead,Dead,0.9999961465584796,False,,Dead
Data_for_model/images/Dead_cells_10.tif,4,Dead,Dead,0.9999965050378947,False,,Dead
Data_for_model/images/Dead_cells_10.tif,5,Dead,Dead,0.999996722484848,False,,Dead
Data_for_model/images/Dead_cells_10.tif,7,Dead,Dead,0.9999955526760348,False,,Dead
Data_for_model/images/Dead_cells_10.tif,12,Dead,Dead,0.9999966957926635,False,,Dead
Data_for_model/images/Dead_cells_10.tif,17,Dead,Dead,0.9999967195409866,False,,Dead
Data_for_model/images/Dead_cells_10.tif,18,Dead,Dead,0.9999994734156366,False,,Dead
Data_for_model/images/Dead_cells_10.tif,20,Dead,Dead,0.9999964614929735,False,,Dead
Data_for_model/images/Dead_cells_11.tif,8,Dead,Dead,0.9999995549764604,False,,Dead
Data_for_model/images/Dead_cells_11.tif,12,Dead,Dead,0.999999580107077,False,,Dead
Data_for_model/images/Dead_cells_11.tif,17,Dead,Dead,0.9999980722094778,False,,Dead
Data_for_model/images/Dead_cells_11.tif,18,Dead,Dead,0.999999601564632,False,,Dead
Data_for_model/images/Dead_cells_12.tif,9,Dead,Dead,0.9999949331572092,False,,Dead
Data_for_model/images/Dead_cells_12.tif,10,Dead,Dead,0.9999996033840687,False,,Dead
Data_for_model/images/Dead_cells_12.tif,14,Dead,Dead,0.9999995824100123,False,,Dead
Data_for_model/images/Dead_cells_12.tif,20,Dead,Dead,0.9999984796962581,False,,Dead
Data_for_model/images/Dead_cells_12.tif,21,Dead,Dead,0.9999993854371811,False,,Dead
Data_for_model/images/Dead_cells_12.tif,23,Dead,Dead,0.9999995459658898,False,,Dead
Data_for_model/images/Dead_cells_12.tif,24,Dead,Dead,0.999999141866647,False,,Dead
Data_for_model/images/Dead_cells_12.tif,25,Dead,Dead,0.9999958459546547,False,,Dead
Data_for_model/images/Dead_cells_12.tif,27,Dead,Dead,0.9999995526356509,False,,Dead
Data_for_model/images/Dead_cells_13.tif,1,Dead,Dead,0.9999995984781828,False,,Dead
Data_for_model/images/Dead_cells_13.tif,2,Dead,Dead,0.9999243146787836,False,,Dead
Data_for_model/images/Dead_cells_13.tif,8,Dead,Dead,0.9999995953311377,False,,Dead
Data_for_model/images/Dead_cells_13.tif,9,Dead,Dead,0.9999985039922654,False,,Dead
Data_for_model/images/Dead_cells_13.tif,10,Dead,Dead,0.9999995767275327,False,,Dead
Data_for_model/images/Dead_cells_13.tif,14,Dead,Dead,0.9999989266208551,False,,Dead
Data_for_model/images/Dead_cells_13.tif,20,Dead,Dead,0.9999959533447066,False,,Dead
Data_for_model/images/Dead_cells_13.tif,23,Dead,Dead,0.9999987532538184,False,,Dead
Data_for_model/images/Dead_cells_13.tif,25,Dead,Dead,0.9999995734872144,False,,Dead
Data_for_model/images/Dead_cells_13.tif,28,Dead,Dead,0.999997510760641,False,,Dead
Data_for_model/images/Dead_cells_13.tif,31,Dead,Dead,0.9999994833876141,False,,Dead
Data_for_model/images/Dead_cells_14.tif,8,Dead,Dead,0.999992261637662,False,,Dead
Data_for_model/images/Dead_cells_14.tif,12,Dead,Dead,0.9999993789160903,False,,Dead
Data_for_model/images/Dead_cells_14.tif,16,Dead,Dead,0.9999988872312322,False,,Dead
Data_for_model/images/Dead_cells_14.tif,17,Dead,Dead,0.9999986453689316,False,,Dead
Data_for_model/images/Dead_cells_14.tif,20,Dead,Dead,0.9999993922991914,False,,Dead
Data_for_model/images/Dead_cells_14.tif,22,Dead,Dead,0.9999994990837422,False,,Dead
Data_for_model/images/Dead_cells_14.tif,25,Dead,Dead,0.9972595911370322,False,,Dead
Data_for_model/images/Dead_cells_15.tif,2,Healthy,NotDead,0.0010709866105471644,False,Healthy,Healthy
Data_for_model/images/Dead_cells_15.tif,5,Dead,Dead,0.9999975072228429,False,,Dead
Data_for_model/images/Dead_cells_15.tif,7,Dead,Dead,0.9999986661487493,False,,Dead
Data_for_model/images/Dead_cells_15.tif,8,Dead,Dead,0.999999575509588,False,,Dead
Data_for_model/images/Dead_cells_15.tif,12,Dead,Dead,0.9999995609946215,False,,Dead
Data_for_model/images/Dead_cells_15.tif,14,Dead,Dead,0.998668480128432,False,,Dead
Data_for_model/images/Dead_cells_15.tif,15,Dead,Dead,0.9999995441751167,False,,Dead
Data_for_model/images/Dead_cells_15.tif,23,Dead,Dead,0.9999993146679964,False,,Dead
Data_for_model/images/Dead_cells_15.tif,25,Dead,Dead,0.9999994153935664,False,,Dead
Data_for_model/images/Dead_cells_16.tif,6,Dead,Dead,0.9999966527532929,False,,Dead
Data_for_model/images/Dead_cells_16.tif,7,Dead,Dead,0.9999992787845933,False,,Dead
Data_for_model/images/Dead_cells_16.tif,10,Dead,Dead,0.9999983740247254,False,,Dead
Data_for_model/images/Dead_cells_16.tif,15,Dead,Dead,0.9999995418452257,False,,Dead
Data_for_model/images/Dead_cells_16.tif,25,Dead,Dead,0.9999992513742972,False,,Dead
Data_for_model/images/Dead_cells_17.tif,2,Dead,Dead,0.9999992384973685,False,,Dead
Data_for_model/images/Dead_cells_17.tif,3,Dead,Dead,0.9999913380360456,False,,Dead
Data_for_model/images/Dead_cells_17.tif,14,Dead,Dead,0.9999987717181215,False,,Dead
Data_for_model/images/Dead_cells_17.tif,27,Dead,Dead,0.9999992313263113,False,,Dead
Data_for_model/images/Dead_cells_17.tif,29,Dead,Dead,0.9999930923206051,False,,Dead
Data_for_model/images/Dead_cells_2.tif,3,Dead,Dead,0.9999968941806447,False,,Dead
Data_for_model/images/Dead_cells_2.tif,13,Dead,Dead,0.9999962814934954,False,,Dead
Data_for_model/images/Dead_cells_2.tif,18,Dead,Dead,0.9999995418098009,False,,Dead
Data_for_model/images/Dead_cells_3.tif,4,Dead,Dead,0.9999992298308006,False,,Dead
Data_for_model/images/Dead_cells_3.tif,8,Dead,Dead,0.9999992722133267,False,,Dead
Data_for_model/images/Dead_cells_3.tif,9,Dead,Dead,0.9999995262465976,False,,Dead
Data_for_model/images/Dead_cells_3.tif,14,Dead,Dead,0.9999994936407081,False,,Dead
Data_for_model/images/Dead_cells_3.tif,21,Dead,Dead,0.9999994309508288,False,,Dead
Data_for_model/images/Dead_cells_3.tif,24,Dead,Dead,0.9999993385697613,False,,Dead
Data_for_model/images/Dead_cells_3.tif,28,Dead,Dead,0.9999969241756066,False,,Dead
Data_for_model/images/Dead_cells_4.tif,11,Dead,Dead,0.9999969181138931,False,,Dead
Data_for_model/images/Dead_cells_4.tif,12,Dead,Dead,0.9999963669690946,False,,Dead
Data_for_model/images/Dead_cells_4.tif,13,Dead,Dead,0.9994938571146661,False,,Dead
Data_for_model/images/Dead_cells_4.tif,14,Dead,Dead,0.9999994266595925,False,,Dead
Data_for_model/images/Dead_cells_4.tif,21,Dead,Dead,0.9999955974402143,False,,Dead
Data_for_model/images/Dead_cells_5.tif,4,Dead,Dead,0.9877660938334866,False,,Dead
Data_for_model/images/Dead_cells_5.tif,11,Dead,Dead,0.9999828333839005,False,,Dead
Data_for_model/images/Dead_cells_5.tif,14,Dead,Dead,0.9999736472736331,False,,Dead
Data_for_model/images/Dead_cells_5.tif,20,Dead,Dead,0.9987932058002044,False,,Dead
Data_for_model/images/Dead_cells_5.tif,23,Dead,Dead,0.9999994622365966,False,,Dead
Data_for_model/images/Dead_cells_5.tif,35,Dead,Dead,0.9999995575257035,False,,Dead
Data_for_model/images/Dead_cells_6.tif,13,Dead,Dead,0.9999990923059456,False,,Dead
Data_for_model/images/Dead_cells_6.tif,19,Dead,Dead,0.9999420579995564,False,,Dead
Data_for_model/images/Dead_cells_6.tif,31,Dead,Dead,0.9999303132181706,False,,Dead
Data_for_model/images/Dead_cells_6.tif,32,Dead,Dead,0.9999942384246028,False,,Dead
Data_for_model/images/Dead_cells_6.tif,39,Dead,Dead,0.9999995152656175,False,,Dead
Data_for_model/images/Dead_cells_6.tif,48,Dead,Dead,0.9999995446784401,False,,Dead
Data_for_model/images/Dead_cells_6.tif,50,Dead,Dead,0.999999574983105,False,,Dead
Data_for_model/images/Dead_cells_7.tif,9,Dead,Dead,0.9999180909336234,False,,Dead
Data_for_model/images/Dead_cells_7.tif,11,Dead,Dead,0.9999982698414633,False,,Dead
Data_for_model/images/Dead_cells_7.tif,13,Dead,Dead,0.9999414287262058,False,,Dead
Data_for_model/images/Dead_cells_7.tif,20,Dead,Dead,0.9999970851497599,False,,Dead
Data_for_model/images/Dead_cells_7.tif,22,Dead,Dead,0.999996312458539,False,,Dead
Data_for_model/images/Dead_cells_7.tif,35,Dead,Dead,0.9999958889853788,False,,Dead
Data_for_model/images/Dead_cells_8.tif,13,Dead,Dead,0.9999852900061238,False,,Dead
Data_for_model/images/Dead_cells_8.tif,15,Dead,Dead,0.9999995689058985,False,,Dead
Data_for_model/images/Dead_cells_8.tif,16,Dead,Dead,0.9999980983188835,False,,Dead
Data_for_model/images/Dead_cells_8.tif,22,Dead,Dead,0.9999995128449548,False,,Dead
Data_for_model/images/Dead_cells_9.tif,2,Dead,Dead,0.999994790782568,False,,Dead
Data_for_model/images/Dead_cells_9.tif,5,Dead,Dead,0.9999990341322496,False,,Dead
Data_for_model/images/Dead_cells_9.tif,7,Dead,Dead,0.9999994867573944,False,,Dead
Data_for_model/images/Dead_cells_9.tif,13,Dead,Dead,0.999999597068043,False,,Dead
Data_for_model/images/Dead_cells_9.tif,20,Dead,Dead,0.999997171992832,False,,Dead
Data_for_model/images/Dead_cells_9.tif,22,Dead,Dead,0.9999984168430179,False,,Dead
